age_group,year,0,1,2,3
Adolescent (15–19),2015,8.025247971145175,6.221821460775474,66.0054102795311,19.74752028854824
Adolescent (15–19),2024,43.31896551724138,3.4482758620689653,53.23275862068966,0.0
Older (35–49),2015,5.546935608999224,11.287820015515903,58.80527540729248,24.359968968192398
Older (35–49),2024,43.04577464788733,6.338028169014084,50.616197183098585,0.0
Young adult (20–34),2015,7.256769774162475,8.38060580113454,59.72385743337257,24.638766991330407
Young adult (20–34),2024,48.15881505862991,4.9372557087019135,46.903929232668176,0.0
